"LIBRARYREFERENCE","COMMENT","SHEETPART","DESIGNATOR","DESCRIPTION"
"LMV793","LMV793","*","U?","88 MHz, Low Noise, 1.8V CMOS Input, Decompensated Operational Amplifiers"
